,title,author,theme,genre,volumes,info,img_element,paga_url
159,君は放課後インソムニア,オジロマコト,恋愛・ラブコメ,青年マンガ,既刊13巻,青春漫画の旗手が贈る思春期の眠れない夜。『富士山さんは思春期』『猫のお寺の知恩さん』で一瞬のきらめきのような思春期を描ききったオジロマコト最新作は、能登を舞台に描かれる“眠れない”高校生の思春期の夜。不眠で悩む男子高校生・ガンタは同じ悩みを抱えるイサキと出合い、放課後に学校の今は物置になっている天文台で、つかのまの眠りと、秘密を共有するという不思議な関係が始まる……　読めば明るく笑えて、そして彼らと一緒に心地よい眠りに誘われます。そしてまっすぐに、男の子と女の子の、友達から恋愛への初々しさを描きます。＜あなたの眠れない夜にも、きっと意味がある＞日本人の４人に１人は睡眠障害を抱え、10代の不眠症も急増していると言われる現代、くたびれているのに眠れない、つらくながい夜に「もうひとりぼっちじゃない」と言ってくれる作品です。※インソムニア＝不眠症,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4098617218.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/119228
160,この音とまれ!,アミュー,学園,少年マンガ,既刊28巻,先輩が卒業して箏曲部ただ一人の部員になってしまった武蔵。四月になり新入部員の勧誘に励むのだが、部の存在自体を知らない人も居る状態。そんな彼の前に現れた、見るからに不良で箏とは縁の無さそうな新入生が入部したいと言い出して!?,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088833775.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/65427
161,水は海に向かって流れる,田島列島,ヒューマンドラマ,青年マンガ,完結・全3巻,「あの人、本当は怒りたいんじゃないの？」高校への進学を機に、叔父の家に居候することになった直達。だが最寄りの駅に迎えにきたのは見知らぬ大人の女性、榊さんだった。案内された家の住人は、親に黙って脱サラしたマンガ家（叔父）、女装の占い師、ヒゲメガネの大学教授、どこか影のある25歳OLと、いずれも曲者揃い。そこに高校1年生の直達を加えて、男女5人での一つ屋根の下、奇妙な共同生活が始まった。共同生活を送るうち、日々を淡々と過ごす25歳OLの榊さんに淡い思いを抱き始める直達だったが、彼女と自分との間には思いも寄らぬ因縁が……。少年が家族の元を離れて初めて知る、家族の「罪」。自分もその被害者なのかもしれないが、加害者でもあるような気がする。割り切れないモヤモヤした思いを抱きながら、少年は少しずつ家族を知り、大人の階段を上っていく。前作から4年の沈黙を破った田島列島が、ユーモラスかつセンシティブな独特の筆致で描くのは、家族の元を離れて始まる、家族の物語。家族の元を離れて始まる、家族の物語。高１春、曲者揃いの住人たちと男女5人の共同生活を始めた直達。彼が淡い想いを寄せる25歳OLの榊さんとの間には、思いも寄らぬ因縁が……。「別冊マガジン」連載時より作家、著名人、漫画読みから絶賛の声が続々！宝島社「このマンガがすごい!2015」オトコ編第3位、マンガ大賞2015第2位など各漫画賞を総ナメにした名作『子供はわかってあげない』の田島列島、待望の最新作！,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065205875.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/118200
162,来世は他人がいい,小西明日翔,恋愛・ラブコメ,青年マンガ,既刊7巻,極道の家で生まれ育った女子高生、染井吉乃。家庭環境は特殊でも、おとなしく平穏に日々を過ごしてきた。婚約者の深山霧島(みやま・きりしま)と出会うまでは――!デビュー作『春の呪い』で「このマンガがすごい!2017」(オンナ編)2位にランクインした小西明日翔の最新作。はみ出し者たちが織りなす、スリルと笑いが融合した極道エンタメがここに誕生!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065299195.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/111777
163,H2,あだち充,恋愛・ラブコメ,少年マンガ,完結・全34巻,比呂(ひろ)、英雄(ひでお)、ひかり、春華(はるか)。恋に、スポーツに、それぞれ「青春」が熱く輝く!大好評バックアップ「青春」ストーリー。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/409125604X.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/17892
164,親愛なる僕へ殺意をこめて,井龍一,ミステリー・サスペンス,青年マンガ,完結・全11巻,"「人生は楽しんだもん勝ち」がモットーの大学生・浦島エイジ。だが彼は、人には言えない“過酷な運命”を背負っていた。その現実と向き合った時、彼は惨劇に巻き込まれていく―――。

",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065213789.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/114919
165,うしおととら,藤田和日郎,SF・ファンタジー,少年マンガ,完結・全33巻,"少年サンデー誌上で大人気を博した藤田和日郎が描く名作!!
伝説の｢獣の槍｣を操る少年･うしおと、五百年ぶりに解放された妖怪･とら。この不思議なコンビが贈るハイパー伝奇ロマン!!小学館漫画賞受賞作品。",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4091251234.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/17851
166,やがて君になる,仲谷鳰,恋愛・ラブコメ,少年マンガ,完結・全8巻,"好きを知らない少女が出会う、一筋縄ではいかない――女の子同士の恋愛
恋する気持ちがわからず悩みを抱える侑は、先輩・燈子が告白を受ける場面に出会う。誰からの告白にも心を動かされないという燈子に共感を覚える侑だが、やがて燈子から思わぬ言葉を告げられる。「君のことが好き」",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4049128691.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/57427
167,斉木楠雄のΨ難,麻生周一,SF・ファンタジー,少年マンガ,完結・全26巻,彼の名前は斉木楠雄、超能力者である。誰もが羨む才能も、本人にとっては災難を呼ぶ不幸の元凶。故に人前では力を封印、目立たず人と関わらずを心掛けてきた斉木だったが、何故かワケあり同級生が急接近!?,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088815394.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/65422
168,STEEL BALL RUN スティール・ボール・ラン ジョジョの奇妙な冒険,荒木飛呂彦,SF・ファンタジー,少年マンガ,完結・全24巻,1890年、アメリカで世紀の大レース『SBR（スティール・ボール・ラン）』が開催された。総距離約6，000km、人類史上初の乗馬による北米大陸横断レースである！　優勝賞金5千万ドル（60億円）をめざし、屈強な冒険者たちの戦いが今始まった！,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088702530.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/16634
169,ドロヘドロ,林田球,SF・ファンタジー,青年マンガ,完結・全23巻,ちょっとコワい顔だけど、性格は意外とカワイイ!? “爬虫類顔”のイイ男・カイマンが人間の姿を取り戻すべく、彼を異形に変えた「魔法使い」に立ち向かう!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4091886930.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/22201
170,いぬやしき,奥浩哉,SF・ファンタジー,青年マンガ,完結・全10巻,その男には誰にも言えない秘密がある!58歳サラリーマン2児の父。希望もなければ人望もない冴えない男。しかしある日を境に男のすべては一変するーー。『GANTZ』で漫画表現の極地を切り拓いた奥浩哉がおくる、全く新しい世界がここに!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4063546888.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/59142
171,ストロボ・エッジ,咲坂伊緒,恋愛・ラブコメ,少女マンガ,完結・全10巻,福士蒼汰から始まる、人気の実写映画【ストロボ・エッジ】の原作漫画です。一度は読んでおきたい作品です。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088466071.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/64735
172,ルックバック,藤本タツキ,恋愛・ラブコメ,少女マンガ,完結・全1巻,自分の才能に絶対の自信を持つ藤野と、引きこもりの京本。田舎町に住む2人の少女を引き合わせ、結びつけたのは漫画を描くことへのひたむきな思いだった。月日は流れても、背中を支えてくれたのはいつだって――。唯一無二の筆致で放つ青春長編読切。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088827821.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/127315
173,暁のヨナ,草凪みずほ,恋愛・ラブコメ,少女マンガ,既刊41巻,高華王国の姫・ヨナは一人娘のため、優しい父王と幼なじみで護衛のハク達に囲まれ、大切に育てられていた。そして時はヨナ・16歳の誕生日、ヨナは想いを寄せていた従兄のスウォンから簪を贈られ、父へ自分の気持ちを伝えに行く。が、そこには思いも寄らぬ過酷な運命が!?,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4592224612.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/78740
174,ニセコイ,古味直志,恋愛・ラブコメ,少年マンガ,完結・全25巻,ヤクザの2代目だが、ごく普通の高校生・一条楽。そんな彼の前に現れた、転校生の美少女・桐崎千棘。喧嘩っ早く、楽とは何から何まで相性最悪な千棘だが、ある事情から二人は恋人を演じるハメになり!?,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088808053.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/65412
175,青野くんに触りたいから死にたい,椎名うみ,恋愛・ラブコメ,青年マンガ,既刊10巻,君に触れるなら、死んでもいいよ。これがわたしの愛なんだ。アフタヌーン公式サイト「モアイ」掲載の1話が300000PV突破! 話題の「青野くん」がついに単行本化! 天然少女・優里ちゃんと、その彼氏・青野くん。ごく普通のお付き合いをしていたふたりだが、ある日突然、青野くんが「いなくなって」しまう……。絶対に結ばれないし、触れ合えないふたりの、でたらめで切実すぎるラブ・ストーリー。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065302595.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/105849
176,ドリフターズ,平野耕太,SF・ファンタジー,青年マンガ,既刊7巻,紀元1600年、天下分け目の関ヶ原……敵陣突破の撤退戦「島津の退き口」「捨てがまり」で敵将の首を狙うは島津豊久!! 生死の狭間で開いた異世界への扉……現在では無い何時か、現実では無い何処かへ、戦国最強のサムライは、新たな戦世界へ招かれる!! 異才・平野耕太が描く新世界が今、拡がる……,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4785974974.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/86228
177,プロミス・シンデレラ,橘オレコ,恋愛・ラブコメ,少年マンガ,完結・全16巻,"Twitter騒然!年の差ラブストーリー 

つつましく、平穏な暮らしを送る専業主婦の早梅。
彼女の前に現れたのは、性格の悪そうな金持ちの男子高生・壱成。
この男との出会いが早梅の人生を一変させる…。

不倫され離婚、スリにあい路上生活を余儀なくされる早梅。
“人生”に必要なのは愛か、金か、それとも運か――!!?
銭が紡ぐ、アラサー女子と男子高校性の”リアル人生ゲーム”がはじまる!!

#バツイチアラサー女子と男子高校生をはじめ、
pixivやtwitterで超話題の新人・橘オレコ氏の
初連載作、ついにコミックス化!!
",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4098512394.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/113893
178,終末のハーレム,宵野コタロー,SF・ファンタジー,少年マンガ,完結・全18巻,時は2040年。難病に侵された青年・怜人は幼馴染の絵理沙と再会を誓い、病を治すためコールドスリープする。そして5年後──。目覚めた怜人を待っていたのは99.9%の男が死滅し50億人の女性が生きる世界だった…! 近未来エロティックサスペンス開幕!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088836243.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/66106
179,ぐらんぶる,吉岡公威,スポーツ,青年マンガ,既刊20巻,海沿いの街で一人暮らしを始めた北原伊織は衝撃の大学デビューを果たす。出会ったのは美女とダイビング、そして愛すべき野郎ども! バカを描かせたら天下一品の井上堅二と、裸の若者を描く達人・吉岡公威が繰り出す、酒とノリがあふれる最高のキャンパスライフ!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065313295.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/63490
180,ゴールデンゴールド,堀尾省太,ホラー,青年マンガ,既刊9巻,福の神伝説が残る島・寧島で暮らす中2の少女、早坂琉花。ある日、海辺で見つけた奇妙な置物を持ち帰った彼女は、ある「願い」を込めて、それを山の中の祠に置く。すると、彼女の目の前には、“フクノカミ”によく似た異形が現れた――。幼なじみを繋ぎ止めるため、少女が抱いた小さな願いが、この島を欲望まみれにすることになる。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065246806.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/63614
181,となりの怪物くん,ろびこ,恋愛・ラブコメ,少女マンガ,完結・全13巻,となりの席の吉田（よしだ）くんは入学初日の流血事件以来、一度も学校に来ない……。自分の成績にしか興味のなかった水谷雫（みずたにしずく）はたまたまプリントを届けたため、その吉田春（よしだハル）に勝手に友達認定されてしまう。しかも、春の純粋さを知って優しく接すると今度は告白までされちゃって……!?　冷血女子×超問題児。そんな二人が恋をした――!!?　新感覚ラブストーリー開幕！,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4063657558.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/59559
182,ストーンオーシャン ジョジョの奇妙な冒険,荒木飛呂彦,SF・ファンタジー,少年マンガ,完結・全17巻,恋人とのドライブ中、交通事故に遭遇した空条徐倫は弁護士と恋人、ロメオにハメられ、15年の刑務所暮らしが確定してしまう！！しかし父親、空条承太郎から託された不思議なペンダントを手にした徐倫に変化が！？,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088734831.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/16529
183,賭ケグルイ,河本ほむら,学園,少年マンガ,既刊17巻,"賭すこと、それが私の存在理由(レゾンデートル)。

名門・私立百花王学園。この学園には階級制度が存在する。生徒会を頂点とするこの学校は「ギャンブル」に支配されている。勝てば天国。負ければ地獄。ギャンブル強者は羨望、弱者は被虐のクルった学園。そんな学園に、一人の少女が転校してくる。彼女の名前は蛇喰夢子……。",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4757581475.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/81402
184,いちご100％,河下水希,学園,少年マンガ,完結・全19巻,放課後、校舎の屋上で出会ったいちごパンツの美少女。フツーの中学3年生・真中淳平は夕日に映えるその姿にすっかり心を奪われてしまった！！　彼女は誰？　いきなり恋の迷路に突入のいちご模様学園ラブコメディ登場！！,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088738845.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/16594
185,メタモルフォーゼの縁側,鶴谷香央理,ヒューマンドラマ,女性マンガ,完結・全5巻,ふと立ち寄った書店で老婦人が手にしたのは１冊のBLコミックス。75歳にしてBLを知った老婦人と書店員の女子高生が織りなすのは穏やかで優しい、しかし心がさざめく日々でした。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4041108136.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/113440
186,All You Need Is Kill,小畑健,バトル・アクション,少年マンガ,完結・全2巻,人類は今、かつてない戦争をしている。敵は「ギタイ」と呼ばれる化物。ジャパンの南方、コトイウシ島で繰り返される戦闘。初年兵であるキリヤ・ケイジと戦場の牝犬と呼ばれるリタ・ヴラタスキは、まだ見ぬ明日を求める戦いに身を投じていく──。,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088801261.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/65957
187,ダーウィンズゲーム,FLIPFLOPs,ミステリー・サスペンス,青年マンガ,既刊28巻,見知らぬアプリ「ダーウィンズ・ゲーム」を起動させてしまった高校生・カナメの前に、対戦相手のパンダ男現実に現れ…!? 生死を懸けたソーシャルゲームが始まった!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/425328213X.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/72353
188,累,松浦だるま,ヒューマンドラマ,青年マンガ,完結・全14巻,"イブニング新人賞出身の新しき才能が放つ『美醜』をテーマにした衝撃作!! 容貌の醜さから人に忌み嫌われてきた累。そんな彼女に、女優であった美しき母親が遺した1本の口紅。その口紅は他者の顔を奪うことが出来るという謎の力を持っていた。累はその力を使い、美しき者が享受するすべてを奪う事を決意する。

二目と見れぬ醜悪な容貌を持つ少女・累。その醜さ故、過酷な道を歩む累に、母が残した一本の口紅。その口紅の力が、虐げられて生きてきた、累の全てを変えていく――。",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065125677.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/59133
189,出会って5秒でバトル,みやこかしわ,SF・ファンタジー,少年マンガ,既刊22巻,"未だかつてない新世代能力バトル、開幕! 

それはいつもと変わらない朝から始まった。

ゲームと金平糖をこよなく愛する高校生の白柳 啓は、
魅音と名乗る謎の女によってある日突然戦いの場に巻き込まれてしまう。
集められた人々に対し「あなた達にもはや戸籍はない」
「実験モニターになってもらう」そして「能力を与えた」と語る魅音。

啓は己に与えられた能力を使ってゲームを勝ち上がり、
組織を潰すことを決意するが――。

誰もが予想しえない能力と、類まれな”脳”力を武器に、
新時代の頭脳派能力バトルが始まる!!。",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4098520036.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/67065
190,魔人探偵脳噛ネウロ,松井優征,ミステリー・サスペンス,少年マンガ,完結・全23巻,女子高生・桂木弥子の父親が殺された。密室の惨殺事件。謎に満ちた事件は弥子の日常を混乱へ…。一向に捜査が進展しない中、悲しみにくれる弥子の前に脳噛ネウロと名乗る男が現れた。彼は言う。究極の『謎』を解きたいと…!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088747305.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/16678
191,らんま1/2,高橋留美子,恋愛・ラブコメ,少年マンガ,完結・全38巻,中国帰りの早乙女(さおとめ)親子は、拳法の達人。でも、水をかぶると、父・玄馬(げんま)はパンダに、息子・乱馬(らんま)は女の子に変身しちゃうのだ!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4091234682.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/17814
192,結界師,田辺イエロウ,バトル・アクション,少年マンガ,完結・全35巻,その昔、霊感の強い烏森家の殿様が妖しげなものを呼びよせてしまったために、それを退治する結界師が生まれた。かつての城跡に建つ私立・烏森学園を舞台に、400年後の現在も跋扈（ばっこ）し続ける妖怪に立ち向かう墨村家と雪村家の若き後継者、良守と時音の活躍を描く妖結界バトルストーリー!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4091232167.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/18096
193,マッシュル―MASHLE―,甲本一,SF・ファンタジー,少年マンガ,既刊17巻,誰もが魔法を使い、その優劣が全てを決める魔法界。人里離れた森の中で、日々筋トレの鬼と化す少年・マッシュの秘密は、魔法が使えないこと。その秘密を他人に知られた時、日常は一変!!　なぜか魔法学校に入学し、トップを目指すことに…!?　鍛え上げた筋力とパワーで、全ての魔法を粉砕するアブノーマル魔法ファンタジー、ここに開幕!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088835689.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/122092
194,7SEEDS,田村由美,SF・ファンタジー,女性マンガ,完結・全35巻,ごちそうを食べて自分の部屋で寝たはず…だが目覚めると、ナツは荒れ狂う海の上にいた。どうして自分がここにいるのかわからない。やがて流れ着いた無人島。生きるための過酷な冒険が始まった!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4091394248.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/19774
195,花より男子,神尾葉子,恋愛・ラブコメ,少女マンガ,完結・全26巻,牧野つくしが入ったのは超金持ち名門高校。でも、そこはサイアクな所だった。F4ってチームが牛耳って、ちょっとでも歯向かうと集団イジメ! ぶち切れたつくしはF4の道明寺司にケリを入れてしまい…!?,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4088472888.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/12536
196,映像研には手を出すな!,大童澄瞳,SF・ファンタジー,青年マンガ,既刊7巻,アニメは「設定が命」の浅草みどり、カリスマ読者モでアニメーター志望の水崎ツバメ、金儲けが大好きな美脚の金森さやか。ダンジョンへ、戦場へ、宇宙へ－－想像の翼を広げて、電撃3人娘が「最強の世界（映像）」を創り出す！「月刊！スピリッツ」連載時よりSNSで「すげえ漫画が始まった！」と驚異の拡散！　天才、出現！！,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4098613301.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/100178
197,おおきく振りかぶって,ひぐちアサ,学園,青年マンガ,既刊36巻,"面白さ絶対保証! 大人気本格高校野球漫画、待望の最新刊! 監督は女性、選
手は全員1年生。県立西浦高校の新設野球部に集まった10人の選手たちは、弱気
で卑屈な投手・三橋を中軸に、一丸となって甲子園優勝を目指す!! 試合や練
習を通じて成長していく選手たちのまばゆい姿。最新のスポーツ科学を下敷きに
描く、全く新しい野球の面白さ。丹念に描かれる青春の情動。そのどれもが日本
中から熱烈な支持を集める、今いちばん面白い青春スポーツ漫画!!",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065271045.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/6798
198,ヒナまつり,大武政夫,ギャグ・コメディー,青年マンガ,完結・全19巻,"ヤクザ×サイキック少女のアーバンライフ・コメディー！
芦川組の若手ホープ・新田の部屋に落ちてきた奇妙な楕円形の物体。
それが全ての始まりだった！
物体のなかに居たのは、無表情な少女・ヒナ。
強力な念動力で新田を脅し、ヒナは新田家に住みつくことに。
かくしてヤクザとサイキック少女の危険な共同生活が始まった！

漫画誌Fellows!にて、読切から連載化、そして一躍人気作に。
読者の熱い支持が押し上げたネオ・ユニバース、遂に単行本刊行！",https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4047361712.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/56378
199,講談社版 私の少年,高野ひと深,恋愛・ラブコメ,青年マンガ,完結・全9巻,この感情は、母性?それとも--。スポーツメーカーに勤める30歳、多和田聡子は、夜の公園で12歳の美しい少年、早見真修と出会う。元恋人からの残酷な仕打ち、家族の高圧と無関心。それぞれが抱える孤独に触れた二人は、互いを必要なものと感じていく--。「このマンガがすごい!2017「<オトコ編>第2位! 年齢や立場の違いを超えた二人の交流を描く話題作!!,https://d2ylnsrvo8rdzz.cloudfront.net/v2.0/images/books/4065217024.324.450.resize.jpg?t=1618498800,https://comicspace.jp//title/113742